"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","rep","interannualVar","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","qMax","uMax","zMax","pageLab","pageId"
24,60,6,1,1,40,1,1,89,"list(R_CV=0.23,S_CV=0.0435)",0.776837204429321,0.583785367654637,0,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,20,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,22,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,20,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,20,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,20,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,16,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,20,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,8,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,20,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,0,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,60,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,22,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,60,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,20,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,60,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,16,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,60,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,8,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,60,6,1,1,0,0,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.0416785354027525,0.966771213975735,0,0,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,20,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,22,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,20,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,20,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,20,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,16,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,20,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,8,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,20,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,0,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,60,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,22,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,60,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,20,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,60,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,16,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,60,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,8,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,60,6,1,1,20,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.297210668297485,0.128598845391534,0,-3,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,20,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,22,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,20,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,20,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,20,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,16,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,20,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,8,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,20,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,0,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,60,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,22,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
4,60,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,20,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
8,60,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,16,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
16,60,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,8,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
24,60,6,1,1,40,1,1,90,"list(R_CV=0.23,S_CV=0.0435)",0.156951445387676,0.909038790697232,0,17,20,9,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch9",20
2,20,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,0,0,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.101558542470448,0.274124606042169,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,20,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.217434907509014,0.779166137743741,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,40,1,1,91,"list(R_CV=0.23,S_CV=0.0435)",0.909806998125277,0.978452767846175,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,0,0,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.182741971830837,0.334754575514235,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,20,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.115184681452811,0.0859690099908039,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,40,1,1,92,"list(R_CV=0.23,S_CV=0.0435)",0.640807157517411,0.17055499787908,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,0,0,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.754892288646661,0.877113995961845,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,20,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.550342556419782,0.391813638973981,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,22,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,20,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,16,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,8,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,40,1,1,93,"list(R_CV=0.23,S_CV=0.0435)",0.9475704767555,0.0887893393542618,0,17,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,22,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,60,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,20,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,60,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,16,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,60,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,8,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,60,6,1,1,0,0,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.558181450832635,0.037113278908655,0,0,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,20,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
4,20,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,20,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
8,20,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,16,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
16,20,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,8,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
24,20,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,0,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
2,60,6,1,1,20,1,1,94,"list(R_CV=0.23,S_CV=0.0435)",0.0518445005454123,0.353703755657189,22,-3,20,10,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch10",2
